194 1 4.301561 -0.467587 0.500000 -0.999418 -0.034098 0.000000 -0.033755 0.999430 0.000000 0 0 9 32 189 801 730 778 925 3100 856 | 778 925 | 
199 2 -2.758534 -0.599184 0.500000 -0.998215 -0.059730 0.000000 0.311479 -0.950253 0.000000 1 0 200 241 | 200 241 | 
200 1 -2.680375 -0.916654 0.500000 0.000000 1.000000 0.000000 0.999978 -0.006587 0.000000 0 0 136 199 252 356 463 655 806 2827 241 | 136 199 | 
222 2 -1.514356 0.149169 0.500000 0.735522 0.677500 0.000000 -1.000000 0.000000 0.000000 1 0 83 2927 | 83 2927 | 
223 1 -3.487835 -2.263204 0.500000 0.928477 0.371391 0.000000 0.000000 -1.000000 0.000000 1 0 652 661 653 | 652 653 | 
241 1 -4.442735 -0.358144 0.500000 0.037017 0.999315 0.000000 0.997646 -0.068577 0.000000 0 0 384 463 200 356 199 | 384 199 | 
252 3 -0.785586 -1.431977 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 3 136 200 310 32 356 657 730 801 190 703 | | 3 310 356 730 
277 1 6.953754 -0.474199 0.500000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 0 0 190 278 154 786 663 984 2872 | 278 786 | 
278 1 7.731482 -0.464602 0.500000 -1.000000 0.000000 0.000000 0.094791 0.995497 0.000000 0 0 96 277 9 662 905 929 801 984 189 983 | 277 929 | 
300 2 -5.866593 0.378895 0.500000 0.993884 -0.110431 0.000000 -0.316227 0.948684 0.000000 1 0 645 | 645 | 
305 2 3.580644 -9.286363 0.500000 0.035956 0.999353 0.000000 -0.707107 -0.707107 0.000000 1 0 306 3145 | 306 3145 | 
306 2 3.080486 -9.781853 0.500000 0.707107 0.707107 0.000000 -0.999989 -0.004737 0.000000 1 0 305 694 | 305 694 | 
310 3 -1.520583 -3.298462 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 252 116 655 657 | | 252 
320 1 2.465083 -7.293161 0.500000 0.145664 -0.989334 0.000000 -1.000000 0.000000 0.000000 0 0 321 322 710 1445 3153 3173 3196 | 321 | 
321 1 1.686780 -7.275413 0.500000 0.999866 -0.016388 0.000000 0.018901 -0.999821 0.000000 1 0 320 322 3177 | 320 | 
322 1 2.459553 -5.959902 0.500000 -0.999946 -0.010428 0.000000 -0.083352 0.996520 0.000000 0 0 320 321 806 3097 3153 3173 2065 710 | 806 3173 | 
334 1 4.071264 -9.419780 0.500000 -0.577040 -0.816716 0.000000 -0.027654 0.999618 0.000000 1 0 1442 3163 | 1442 3163 | 
356 3 -3.033628 -1.304034 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 136 200 252 463 655 730 241 | | 252 463 
384 1 -4.412541 0.318214 0.500000 1.000000 0.000000 0.000000 -0.098445 -0.995142 0.000000 1 0 241 497 636 2921 2922 | 241 2922 | 
394 1 -7.516516 -4.156249 0.500000 0.068101 0.997678 0.000000 0.994354 -0.106112 0.000000 0 0 397 395 540 629 511 | 397 395 | 
395 1 -6.713949 -4.268049 0.500000 -0.989308 0.145845 0.000000 0.707107 0.707107 0.000000 0 0 511 531 394 631 | 531 394 | 
396 1 -6.503871 -3.207974 0.500000 -0.075260 -0.997164 0.000000 -0.992293 0.123910 0.000000 0 0 397 497 531 640 | 397 531 | 
397 1 -7.456775 -3.118436 0.500000 0.997389 -0.072210 0.000000 -0.056135 -0.998423 0.000000 0 0 396 394 540 629 | 396 394 | 
401 1 -9.238390 -4.581985 0.500000 -0.169399 0.985548 0.000000 0.999775 -0.021220 0.000000 1 0 614 | 614 | 
418 2 -9.187582 -4.599092 0.500000 0.999610 -0.027935 0.000000 -0.232659 0.972558 0.000000 1 0 628 613 | 628 613 | 
463 3 -4.552644 -1.346642 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 356 497 241 200 | | 356 497 
497 3 -5.730773 -3.113064 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 396 463 511 384 531 640 | | 463 511 640 
511 3 -6.822198 -4.393360 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 395 497 540 631 394 | | 497 540 
531 1 -6.496260 -4.062641 0.500000 -0.707107 -0.707107 0.000000 0.004829 0.999988 0.000000 0 0 395 396 497 631 | 395 396 | 
540 3 -7.941252 -4.055868 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 394 397 511 569 629 | | 511 569 629 
569 3 -7.934711 -2.707383 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 540 578 629 | | 540 578 
578 3 -8.096803 -1.997405 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 569 627 | | 569 627 
606 1 -10.132051 -0.000726 0.500000 0.994309 0.106533 0.000000 -0.125076 -0.992147 0.000000 1 0 607 648 | 607 | 
607 2 -10.203056 -0.600881 0.500000 0.055470 0.998460 0.000000 -0.865901 -0.500216 0.000000 1 0 606 648 | 606 648 | 
613 2 -9.730786 -3.521044 0.500000 -0.083046 -0.996546 0.000000 0.722469 -0.691403 0.000000 1 0 614 418 | 614 418 | 
614 2 -9.321906 -3.943452 0.500000 -0.668343 0.743853 0.000000 0.000000 -1.000000 0.000000 1 0 401 613 | 401 613 | 
627 3 -8.016826 -2.417993 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 578 629 | | 578 629 
628 2 -6.558746 -5.170024 0.500000 -0.288060 0.957612 0.000000 -0.998785 0.049278 0.000000 1 0 418 631 | 418 631 | 
629 3 -7.855699 -3.124482 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 394 397 540 627 640 569 | | 627 540 640 
631 1 -6.723694 -4.451416 0.500000 0.832050 0.554700 0.000000 0.170075 -0.985431 0.000000 0 0 395 511 628 531 | 628 | 
634 2 -3.714770 1.334286 0.500000 -0.994884 -0.101020 0.000000 0.000000 -1.000000 0.000000 1 0 635 647 | 635 647 | 
635 1 -3.703215 1.016413 0.500000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 1 0 634 636 2920 2921 647 | 634 636 | 
636 1 -3.186209 1.023442 0.500000 -1.000000 0.000000 0.000000 0.110431 0.993884 0.000000 0 0 83 384 635 650 2921 86 651 2916 2920 647 | 635 2916 | 
640 3 -6.584424 -3.074009 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 396 497 629 | | 629 497 
645 2 -5.830824 1.379223 0.500000 -0.165384 -0.986229 0.000000 0.919397 -0.393331 0.000000 1 0 300 647 | 300 647 | 
647 1 -5.330956 1.119494 0.500000 -0.903152 0.429321 0.000000 0.998376 0.056963 0.000000 0 0 645 2920 2921 635 634 636 | 645 634 | 
648 1 -10.625170 -0.876024 0.500000 0.854511 0.519433 0.000000 -0.008014 -0.999968 0.000000 1 0 606 607 | 607 | 
649 2 -0.895181 1.294470 0.500000 -0.999761 0.021877 0.000000 0.000000 -1.000000 0.000000 1 0 650 2916 | 650 2916 | 
650 1 -0.860642 0.991332 0.500000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 1 0 83 86 636 649 651 2920 | 649 651 | 
651 1 -0.353329 0.997566 0.500000 -1.000000 0.000000 0.000000 0.063730 0.997967 0.000000 0 0 47 58 83 86 650 636 2945 2920 60 | 58 650 | 
652 2 -2.978637 -2.058996 0.500000 -0.999024 0.044174 0.000000 -0.919397 -0.393332 0.000000 1 0 174 223 | 174 223 | 
653 2 -2.986023 -3.557791 0.500000 -0.966235 0.257662 0.000000 -0.110431 -0.993884 0.000000 1 0 661 223 | 661 223 | 
654 2 -2.550886 -3.863665 0.500000 -0.067180 -0.997741 0.000000 1.000000 0.000000 0.000000 1 0 657 | 657 | 
655 1 -2.197684 -1.858996 0.500000 -0.058089 -0.998311 0.000000 -0.889820 0.456313 0.000000 0 0 200 310 356 657 | 657 | 
657 1 -2.263026 -3.863154 0.500000 -1.000000 0.000000 0.000000 0.057828 0.998327 0.000000 1 0 116 252 310 654 655 | 654 655 | 
661 1 -3.108029 -3.982713 0.500000 0.603564 0.797315 0.000000 0.009102 -0.999959 0.000000 1 0 653 223 | 653 | 
662 1 8.915936 -0.476362 0.500000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 0 0 278 663 154 839 882 155 806 768 2872 | 663 839 | 
663 1 9.730784 -0.467780 0.500000 -1.000000 0.000000 0.000000 0.102615 0.994721 0.000000 0 0 155 662 767 905 277 984 1020 154 1087 96 | 662 1020 | 
675 1 0.911160 -10.325376 0.500000 -0.906473 0.422264 0.000000 0.999868 0.016265 0.000000 1 0 3113 1721 3163 | 3113 3163 | 
678 1 7.992959 -2.881572 0.500000 -0.581238 -0.813734 0.000000 0.000000 1.000000 0.000000 0 0 882 983 1013 1093 152 2202 | 983 2202 | 
688 2 1.031403 -2.746071 0.500000 -0.993884 0.110431 0.000000 -0.787700 -0.616060 0.000000 1 0 34 109 | 34 109 | 
691 2 1.006403 -3.929404 0.500000 0.066519 0.997785 0.000000 -0.964764 -0.263118 0.000000 1 0 37 111 | 37 111 | 
692 1 0.620406 -4.410556 0.500000 0.000000 1.000000 0.000000 0.996546 -0.083045 0.000000 1 0 25 111 719 729 3173 | 111 719 | 
694 2 1.006398 -9.811090 0.500000 0.999927 0.012116 0.000000 -0.683252 0.730183 0.000000 1 0 306 695 | 306 695 | 
695 2 0.378832 -9.144156 0.500000 0.673726 -0.738981 0.000000 0.032774 0.999463 0.000000 1 0 694 3111 | 694 3111 | 
701 2 -0.380722 -4.085554 0.500000 -0.104026 -0.994575 0.000000 1.000000 0.000000 0.000000 1 0 729 741 | 729 741 | 
703 1 0.445508 -1.807736 0.500000 0.020083 -0.999798 0.000000 -1.000000 0.000000 0.000000 0 0 3 32 33 34 43 729 104 252 | 729 | 
704 2 6.265030 -4.621113 0.500000 0.012819 0.999918 0.000000 -0.999614 0.027790 0.000000 1 0 736 96 | 736 96 | 
710 1 0.805898 -6.182901 0.500000 0.000000 -1.000000 0.000000 -0.995862 0.090877 0.000000 0 0 320 2904 25 2910 3173 1445 322 717 2065 3177 | 2904 2910 | 
717 1 0.996874 -8.739662 0.500000 0.000000 1.000000 0.000000 0.932825 -0.360329 0.000000 1 0 3122 3167 710 2910 | 3167 | 
719 2 1.038570 -4.443532 0.500000 -0.996546 0.083045 0.000000 -0.064936 -0.997889 0.000000 1 0 692 3173 | 692 3173 | 
729 1 0.457072 -4.100556 0.500000 -0.999210 0.039748 0.000000 0.000000 1.000000 0.000000 1 0 111 692 701 703 | 701 703 | 
730 3 1.225826 -0.915226 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 3 32 33 43 136 252 356 778 801 806 194 2872 | | 3 801 252 
736 1 3.174743 -4.555528 0.500000 0.999670 -0.025679 0.000000 -0.128041 -0.991769 0.000000 0 0 4 704 3108 3114 3097 3153 | 704 3097 | 
741 2 -0.507365 -5.086659 0.500000 0.986170 -0.165735 0.000000 0.103621 0.994617 0.000000 1 0 25 701 | 25 701 | 
767 1 10.880659 -0.500988 0.500000 0.000000 1.000000 0.000000 0.999866 0.016388 0.000000 0 0 663 768 880 910 928 832 1875 2827 2872 | 768 910 | 
768 1 11.712051 -0.475078 0.500000 -1.000000 0.000000 0.000000 0.094792 0.995497 0.000000 0 0 767 155 984 1958 880 662 2872 2253 809 | 767 1958 | 
778 1 1.132241 -0.622141 0.500000 -0.958040 0.286635 0.000000 0.999749 0.022399 0.000000 0 0 43 136 730 801 194 190 154 | 194 43 | 
781 1 2.624981 -8.842343 0.500000 -0.244079 0.969755 0.000000 1.000000 0.000000 0.000000 1 0 798 3124 3123 | 798 | 
786 2 6.923755 -0.137532 0.500000 -0.999563 0.029569 0.000000 0.000000 -1.000000 0.000000 1 0 277 871 | 277 871 | 
798 1 3.009216 -8.824458 0.500000 -1.000000 0.000000 0.000000 0.102650 0.994718 0.000000 1 0 781 3123 3184 | 781 3184 | 
801 3 3.360741 -1.283563 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 4 9 32 104 190 194 252 730 778 806 905 278 3100 3114 3153 | | 730 905 3114 
806 1 2.346219 -1.717367 0.500000 -0.015356 -0.999882 0.000000 -0.999747 0.022501 0.000000 0 0 9 32 730 200 801 322 662 3114 3153 | 32 322 | 
809 1 14.317582 -0.767905 0.500000 -1.000000 0.000000 0.000000 0.718182 0.695855 0.000000 0 0 908 1258 1262 1317 2810 2055 2827 768 905 933 1958 | 1262 1958 | 
832 1 13.670778 -2.857585 0.500000 -0.018496 0.999829 0.000000 1.000000 0.000000 0.000000 0 0 933 767 1258 1194 1111 1100 1875 1216 | 933 1194 | 
835 1 14.336146 -1.657716 0.500000 0.786388 0.617733 0.000000 -0.083044 -0.996546 0.000000 0 0 865 932 933 1262 908 | 865 932 | 
839 2 8.885936 -0.149696 0.500000 -0.999552 0.029929 0.000000 0.000000 -1.000000 0.000000 1 0 662 929 | 662 929 | 
856 1 4.195172 1.215530 0.500000 -0.999928 0.011997 0.000000 0.095998 0.995382 0.000000 0 0 925 2949 2968 857 194 | 857 | 
857 1 4.329901 2.590823 0.500000 -0.041728 -0.999129 0.000000 -0.980264 0.197692 0.000000 0 0 883 884 2984 3010 896 856 189 2998 | 856 2998 | 
865 2 14.789033 -1.470215 0.500000 0.550168 0.835054 0.000000 -0.952365 -0.304961 0.000000 1 0 835 908 | 835 908 | 
866 1 4.893272 8.094862 0.500000 0.986071 0.166324 0.000000 0.000000 -1.000000 0.000000 0 0 3071 3077 3009 3037 189 896 | 3071 189 | 
871 2 5.822739 -0.090522 0.500000 -0.090877 -0.995862 0.000000 0.998869 -0.047547 0.000000 1 0 190 786 | 190 786 | 
880 1 11.665508 -1.782832 0.500000 0.346166 -0.938173 0.000000 -1.000000 0.000000 0.000000 0 0 767 1875 2253 933 768 155 2872 | 2253 1875 | 
882 1 8.628848 -2.066540 0.500000 1.000000 0.000000 0.000000 0.018496 -0.999829 0.000000 0 0 152 155 678 983 1093 662 984 | 152 155 | 
883 1 3.629066 3.096620 0.500000 0.160455 0.987043 0.000000 0.982922 -0.184023 0.000000 1 0 857 884 3031 | 884 3031 | 
884 1 4.180513 3.058571 0.500000 -1.000000 0.000000 0.000000 0.014162 0.999900 0.000000 0 0 857 883 3010 896 2989 | 883 896 | 
896 1 4.272796 6.798090 0.500000 -0.108649 -0.994080 0.000000 -0.999779 0.021027 0.000000 0 0 2987 3009 3010 3037 3056 866 884 857 | 3056 884 | 
905 3 5.542746 -1.459406 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 9 32 104 189 190 278 801 663 984 43 3100 3104 809 | | 801 984 3100 3104 
908 1 15.305741 -0.714312 0.500000 0.979200 -0.202898 0.000000 -0.558185 -0.829717 0.000000 0 0 809 1888 2810 1106 2055 865 835 1262 1317 1258 2827 | 1888 865 | 
910 2 10.868377 -0.139378 0.500000 -0.999552 0.029929 0.000000 0.000000 -1.000000 0.000000 1 0 767 1020 | 767 1020 | 
913 1 5.673838 -3.885051 0.500000 -0.999951 -0.009933 0.000000 -0.010751 0.999942 0.000000 0 0 96 104 4 3104 3108 | 104 4 | 
925 1 4.172991 0.884418 0.500000 0.072976 -0.997334 0.000000 -0.993151 -0.116841 0.000000 0 0 856 2949 194 47 3100 | 194 47 | 
928 1 10.607368 -2.066195 0.500000 1.000000 0.000000 0.000000 0.133882 -0.990997 0.000000 0 0 767 1086 1084 1202 2253 154 1087 2872 | 1084 2253 | 
929 2 7.777315 -0.114602 0.500000 -0.094791 -0.995497 0.000000 0.999541 -0.030289 0.000000 1 0 278 839 | 278 839 | 
932 2 14.305101 -2.042520 0.500000 0.075966 0.997110 0.000000 -1.000000 0.000000 0.000000 1 0 835 933 | 835 933 | 
933 1 13.664492 -2.082839 0.500000 0.999775 0.021220 0.000000 0.034905 -0.999391 0.000000 0 0 832 835 932 940 1004 1258 1059 1875 880 2827 1262 2810 809 | 832 932 | 
937 1 11.803197 -5.787528 0.500000 0.000000 1.000000 0.000000 0.936282 -0.351248 0.000000 0 0 940 1061 1062 1084 978 1362 961 | 940 1061 | 
940 1 11.829323 -5.353720 0.500000 0.805524 0.592563 0.000000 0.000000 -1.000000 0.000000 0 0 937 933 1060 1059 1004 1362 1085 1258 2827 3202 | 937 1060 | 
952 1 9.514727 -3.425061 0.500000 0.702858 -0.711330 0.000000 -1.000000 0.000000 0.000000 0 0 152 978 1084 1093 1202 980 1111 1013 | 978 980 | 
961 1 11.711733 -7.213188 0.500000 0.042479 -0.999097 0.000000 -0.999866 0.016388 0.000000 0 0 962 1137 1064 1362 1397 937 1084 1587 978 | 1397 962 | 
962 1 10.862032 -7.205050 0.500000 0.999866 -0.016388 0.000000 -0.108179 -0.994131 0.000000 0 0 961 988 1085 1362 1003 1084 1567 3202 | 988 961 | 
968 1 8.284231 -6.765872 0.500000 -0.215825 0.976432 0.000000 0.989662 -0.143416 0.000000 0 0 1003 3155 3194 3196 2065 3202 | 1003 | 
978 1 10.429494 -4.023757 0.500000 0.000000 -1.000000 0.000000 -0.836330 0.548227 0.000000 0 0 952 1202 937 1004 1362 1086 961 | 1004 952 | 
980 1 8.517682 -3.773596 0.500000 0.848434 0.529302 0.000000 -0.090876 -0.995862 0.000000 0 0 152 1013 1000 1093 952 1086 | 1000 952 | 
983 1 8.016940 -2.080847 0.500000 0.000000 -1.000000 0.000000 -0.993884 0.110432 0.000000 0 0 152 678 984 882 1093 278 155 96 | 678 96 | 
984 3 7.788929 -1.632015 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 155 277 278 663 905 983 1093 882 768 2872 189 96 104 | | 905 1093 2872 
988 2 10.800128 -7.747906 0.500000 0.108179 0.994131 0.000000 -0.999844 -0.017663 0.000000 1 0 962 1041 | 962 1041 | 
1000 2 8.485560 -4.145075 0.500000 0.137268 0.990534 0.000000 -0.994721 0.102615 0.000000 1 0 1012 980 | 1012 980 | 
1003 1 9.677969 -6.972773 0.500000 -0.987730 0.156173 0.000000 0.739158 0.673532 0.000000 0 0 1004 968 1398 962 1362 3194 3177 3202 | 968 1004 | 
1004 1 10.437254 -6.410653 0.500000 -0.797527 -0.603283 0.000000 0.000000 1.000000 0.000000 0 0 1003 933 940 978 1085 1362 1202 3202 | 978 1003 | 
1012 2 8.152437 -4.118079 0.500000 0.994721 -0.102615 0.000000 -0.261870 0.965103 0.000000 1 0 1000 1013 | 1000 1013 | 
1013 1 8.006281 -3.592443 0.500000 0.275902 -0.961186 0.000000 -0.997625 0.068881 0.000000 0 0 678 980 1012 2202 952 | 1012 2202 | 
1019 1 7.430609 -8.395827 0.500000 -0.308734 0.951149 0.000000 1.000000 0.000000 0.000000 1 0 1157 1721 1782 1818 3188 3190 | 1157 3190 | 
1020 2 9.764119 -0.139208 0.500000 -0.102615 -0.994721 0.000000 0.999552 -0.029929 0.000000 1 0 663 910 | 663 910 | 
1041 2 8.215865 -7.726378 0.500000 0.999915 -0.013039 0.000000 -0.852002 0.523538 0.000000 1 0 1398 988 | 1398 988 | 
1056 1 15.862376 -9.051726 0.500000 -0.996675 -0.081475 0.000000 0.000000 1.000000 0.000000 0 0 1057 1475 1559 1827 1733 1734 2153 1176 3204 2175 1814 | 1057 1734 | 
1057 1 15.862376 -8.685060 0.500000 0.000000 -1.000000 0.000000 -0.999831 0.018377 0.000000 0 0 1056 1135 1152 1474 1475 1775 1814 1827 2167 1888 | 1056 1152 | 
1059 1 12.930464 -4.593671 0.500000 0.999775 0.021220 0.000000 -0.316228 -0.948683 0.000000 0 0 1060 1083 1111 933 940 2827 | 1060 1083 | 
1060 2 12.790368 -5.001860 0.500000 0.083044 0.996546 0.000000 -0.955064 -0.296399 0.000000 1 0 1059 940 | 1059 940 | 
1061 2 12.347220 -5.875390 0.500000 -0.983921 0.178607 0.000000 0.000000 -1.000000 0.000000 1 0 937 1062 | 937 1062 | 
1062 1 12.339067 -6.458550 0.500000 0.000000 1.000000 0.000000 0.997625 -0.068881 0.000000 0 0 937 1061 1063 1064 1362 1478 | 1061 1063 | 
1063 2 12.822860 -6.521963 0.500000 -0.997785 0.066519 0.000000 0.173786 -0.984784 0.000000 1 0 1062 1064 | 1062 1064 | 
1064 1 12.882138 -7.041111 0.500000 0.000000 1.000000 0.000000 0.997633 -0.068761 0.000000 0 0 1062 1063 1137 961 1567 1587 1362 | 1063 1567 | 
1083 2 13.586810 -4.581017 0.500000 0.128701 0.991683 0.000000 -0.999775 -0.021220 0.000000 1 0 1059 1111 | 1059 1111 | 
1084 1 10.809006 -3.314608 0.500000 -0.159680 0.987169 0.000000 0.998061 -0.062240 0.000000 0 0 152 937 952 1085 1087 928 1086 1202 961 962 | 1085 928 | 
1085 1 11.736275 -3.385936 0.500000 -0.997164 0.075260 0.000000 0.068881 0.997625 0.000000 0 0 1084 962 1202 1258 1004 1194 1257 940 1100 | 1084 1257 | 
1086 1 9.993849 -2.853472 0.500000 -0.999797 0.020153 0.000000 0.018496 0.999829 0.000000 0 0 152 928 1087 1093 1084 978 980 | 152 1087 | 
1087 1 10.012145 -2.125066 0.500000 -0.018496 -0.999829 0.000000 -0.993884 0.110431 0.000000 0 0 154 1084 1086 1202 663 1362 2253 928 | 1086 154 | 
1093 3 8.399035 -2.959174 0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 1 152 678 882 952 980 983 984 1086 1202 | | 984 1202 
1100 1 15.464218 -3.742346 0.500000 0.048845 -0.998806 0.000000 -0.998343 -0.057540 0.000000 0 0 1111 832 1085 2167 2188 1216 1554 1827 | 1111 | 
1106 1 18.635649 0.621669 0.500000 1.000000 0.000000 0.000000 -0.691180 -0.722683 0.000000 0 0 2269 2295 2358 1633 2238 908 2286 | 2295 2238 | 
1111 1 13.691745 -3.885104 0.500000 0.998374 0.056996 0.000000 -0.224410 -0.974495 0.000000 0 0 1059 1202 1194 1100 832 1083 1174 952 1747 | 1100 1083 | 
1118 1 11.391960 -8.693889 0.500000 -0.051787 0.998658 0.000000 0.999966 -0.008283 0.000000 1 0 1151 1765 1818 2007 2002 3190 1782 | 1151 2002 | 
1128 2 18.931608 -0.067289 0.500000 0.583005 -0.812468 0.000000 0.098706 0.995117 0.000000 1 0 2293 2807 | 2293 2807 | 
1135 1 14.052151 -8.271608 0.500000 0.000000 -1.000000 0.000000 -0.997288 0.073604 0.000000 0 0 1057 1136 1137 1152 1478 1587 1775 1814 1636 | 1136 1152 | 
1136 2 13.604923 -8.227608 0.500000 0.997288 -0.073604 0.000000 0.000000 1.000000 0.000000 1 0 1135 1137 | 1135 1137 | 
1137 1 13.592422 -7.848441 0.500000 0.000000 -1.000000 0.000000 -0.999672 0.025596 0.000000 0 0 961 1064 1135 1136 1397 1478 1587 1567 1775 | 1136 1397 | 
1146 1 20.890734 -1.612519 0.500000 -0.224858 -0.974392 0.000000 -0.857494 0.514494 0.000000 1 0 1457 2282 2725 2807 2364 3218 | 3218 | 
1151 2 13.655904 -8.702931 0.500000 -0.999997 0.002262 0.000000 -0.066519 -0.997785 0.000000 1 0 1118 1822 | 1118 1822 | 
